,x,y,feature_name
0,9529.60133272059,15281.94278492647,LTF
1,9558.121553308823,15279.264705882353,FOS
2,9559.896024816177,15251.521139705883,LTF
3,9841.310891544117,15227.153033088236,LTF
4,9927.435661764706,15227.74471507353,LTF
5,9927.801011029413,15233.854549632353,LTF
6,9943.65234375,15226.81755514706,LTF
7,9994.772518382353,15276.341911764706,ADGRL4
8,10019.742647058823,15253.32146139706,LTF
9,9463.314568014706,15288.637408088236,MZB1
10,9465.355583639706,15292.995174632353,ATM
11,9469.264705882353,15291.926700367647,MZB1
12,9476.031135110294,15278.48805147059,SDC1
13,9490.329733455883,15293.366268382353,LYZ
14,9510.434283088236,15293.38924632353,LYZ
15,9523.031364889706,15289.635799632353,LYZ
16,9534.23828125,15272.26677389706,LYZ
17,9536.428653492647,15280.55836397059,LYZ
18,9560.747931985294,15266.0546875,MZB1
19,9595.386603860294,15244.8828125,LYZ
20,9597.98943014706,15243.367417279413,LYZ
21,9619.400850183823,15230.406709558823,LYZ
22,9633.539177389706,15228.90739889706,LYZ
23,9641.977251838236,15264.163602941177,LYZ
24,9672.88028492647,15255.49747242647,ADGRL4
25,9688.100873161766,15272.144990808823,LYZ
26,9904.880514705883,15226.737132352942,LYZ
27,9950.765165441177,15233.278952205883,LYZ
28,9970.319393382353,15262.401194852942,CD5L
29,9985.444623161766,15254.897748161766,MZB1
30,10018.354779411766,15228.146829044119,LYZ
31,10019.235983455883,15271.177619485296,LYZ
32,9922.340303308823,15227.798713235296,ITGAM
33,9935.445772058823,15228.000919117647,MS4A6A
34,9985.174632352942,15246.02711397059,KLRB1
35,9989.31755514706,15239.869025735296,ECSCR
36,9482.108226102942,15254.252068014706,SLC4A1
37,9540.51815257353,15284.71852022059,PARP1
38,9627.387982536766,15234.99080882353,PCNA
39,9658.97518382353,15236.207490808823,CXCR4
40,9669.457720588236,15259.294577205883,SLAMF7
41,9896.976102941177,15229.470358455883,SLC4A1
42,9902.768841911766,15233.05606617647,SLC4A1
43,9912.43336397059,15279.40487132353,CXCL12
44,9937.912454044117,15238.46737132353,AHSP
45,9944.318704044117,15291.41659007353,CXCL12
46,9948.957950367647,15274.556525735296,AHSP
47,9956.858915441177,15229.312959558823,AHSP
48,9957.240349264706,15243.16521139706,SLC4A1
49,9959.78515625,15282.836626838236,SLC4A1
50,9965.79273897059,15286.803768382353,SLC4A1
51,9968.16521139706,15282.719439338236,SLC4A1
52,9971.32927389706,15249.870174632353,SLC4A1
53,9971.78653492647,15238.31112132353,SLC4A1
54,9981.305147058823,15225.747931985296,AHSP
55,10015.111443014706,15291.385569852942,SLC4A1
56,10017.219669117647,15232.28515625,INS
57,10017.965303308823,15226.540670955883,SLC4A1
58,9523.454733455883,15279.368106617647,ITGAM
59,9674.801240808823,15255.227481617647,SPI1
60,9971.731387867647,15277.789522058823,HEMGN
