,x,y,feature_name
0,2920.049115349265,7603.090533088235,LYZ
1,3218.955078125,7921.021943933823,LEPR
2,2958.6066750919117,7902.7734375,CXCL12
3,3108.4702435661766,7854.392807904412,CXCL12
4,3193.509880514706,7846.559627757353,PTGDS
5,3151.2396599264707,7883.166360294118,PTGDS
6,2980.8289292279414,7829.303768382353,CD74
7,2885.2944048713234,7880.880629595588,SLC4A1
8,2901.156364889706,7837.001953125,FKBP11
9,2900.3693704044117,7605.892118566177,TP53BP1
10,2967.9523782169117,7843.598345588235,MZB1
11,3169.6148322610297,7605.483111213235,SFRP4
12,3151.42578125,7830.125229779412,NFKB1
13,2932.787224264706,7738.826401654412,FOS
14,3108.2640165441176,7822.337431066177,MS4A2
15,3177.523552389706,7662.48046875,LGALS1
16,3062.9081456801473,7614.00390625,SRPX
17,3144.107306985294,7616.942784926471,SH2B3
18,3198.913143382353,7395.949563419118,AIF1
19,2982.1088005514707,7834.520909926471,MYH11
20,3103.5299862132356,7620.085592830883,HIF1A
21,3103.042279411765,7833.171530330883,FBN1
