,x,y,feature_name
0,5251.038602941177,5293.483455882353,LTF
1,5262.702205882353,5314.1980698529405,LTF
2,5281.82674632353,5374.7081801470595,MPO
3,5283.807444852942,5521.0753676470595,LTF
4,5307.003676470589,5368.244485294119,MPO
5,5307.859604779413,5269.818474264706,MPO
6,5314.59903492647,5391.960018382353,MPO
7,5316.878446691177,5458.170955882353,CD82
8,5317.6573988970595,5506.647518382353,LTF
9,5319.349724264706,5382.038143382353,MPO
10,5329.339384191177,5389.181985294119,MPO
11,5331.112132352942,5503.4191176470595,MPO
12,5335.442325367647,5514.693244485294,MPO
13,5340.834099264706,5584.064797794119,MPO
14,5344.558823529413,5376.885340073532,MPO
15,5356.78653492647,5372.902113970587,MPO
16,5357.506893382353,5366.335018382353,MPO
17,5370.55606617647,5436.205193014706,MPO
18,5371.564797794119,5557.9871323529405,LTF
19,5389.730009191177,5344.849494485294,MPO
20,5404.17049632353,5383.9453125,MPO
21,5416.078814338236,5364.763327205885,MPO
22,5422.681525735294,5356.286764705885,MPO
23,5424.1222426470595,5333.915441176472,MPO
24,5428.258272058823,5334.847196691178,MPO
25,5435.660615808823,5333.166360294119,MPO
26,5436.593520220589,5363.8855698529405,MPO
27,5436.832490808823,5280.992647058825,MPO
28,5250.512408088236,5292.5988051470595,CSF2RA
29,5255.564108455883,5461.136259191178,ATM
30,5262.111672794119,5302.248391544119,LYZ
31,5267.590762867647,5450.1378676470595,LYZ
32,5269.536994485294,5389.229090073532,MS4A1
33,5274.832261029413,5523.099724264706,MZB1
34,5278.062959558823,5441.077665441178,LYZ
35,5282.015165441177,5523.784466911766,MZB1
36,5288.062959558823,5493.784466911766,LYZ
37,5286.461397058823,5261.240808823532,LYZ
38,5286.814108455883,5286.397058823532,LYZ
39,5293.093979779413,5405.353860294119,LYZ
40,5293.141084558823,5298.058363970587,LYZ
41,5298.022748161766,5484.031479779413,LYZ
42,5297.639016544119,5426.668198529413,LYZ
43,5298.283547794119,5261.974954044119,ENG
44,5300.22403492647,5252.0128676470595,PPARG
45,5303.444393382353,5268.074448529413,LYZ
46,5305.28377757353,5496.630284926472,LYZ
47,5307.635569852942,5491.573988970587,LYZ
48,5306.877297794119,5312.3230698529405,LYZ
49,5315.153952205883,5608.584558823532,LYZ
50,5315.404411764706,5508.493795955885,LYZ
51,5320.198759191177,5601.903722426472,LYZ
52,5322.27596507353,5618.322610294119,LYZ
53,5325.968520220589,5508.4375,LYZ
54,5327.297794117647,5522.552849264706,LYZ
55,5328.938419117647,5513.305376838234,LYZ
56,5331.300551470589,5620.227481617647,LYZ
57,5334.142922794119,5502.416130514706,LYZ
58,5336.39705882353,5492.536764705885,LYZ
59,5337.583869485294,5520.886948529413,LYZ
60,5340.608915441177,5609.1417738970595,LYZ
61,5339.933363970589,5475.622702205885,LYZ
62,5340.758272058823,5442.963005514706,LYZ
63,5343.508731617647,5511.987591911766,LYZ
64,5346.663602941177,5517.454044117647,LYZ
65,5347.428768382353,5498.764935661766,LYZ
66,5349.292279411766,5448.635110294119,FAS
67,5350.973115808823,5463.253676470587,LYZ
68,5351.858915441177,5498.478860294119,LYZ
69,5351.857766544119,5367.36328125,LYZ
70,5354.0050551470595,5399.204963235294,LYZ
71,5370.1769301470595,5501.5441176470595,LYZ
72,5391.525735294119,5336.982996323532,LYZ
73,5402.257582720589,5373.9269301470595,LYZ
74,5417.29434742647,5350.383731617647,ATM
75,5441.88419117647,5349.418658088234,SH2D3C
76,5253.738511029413,5308.8488051470595,ITGAM
77,5258.318014705883,5328.435202205885,ELANE
78,5342.1105238970595,5575.281479779413,ELANE
79,5366.989889705883,5365.924862132353,ELANE
80,5372.78377757353,5382.274816176472,ELANE
81,5412.433363970589,5343.5730698529405,ELANE
82,5426.985294117647,5351.685431985294,ELANE
83,5434.886259191177,5329.693244485294,ELANE
84,5435.1183363970595,5333.137637867647,ELANE
85,5443.562729779413,5354.3175551470595,ELANE
86,5255.618106617647,5492.603400735294,AHSP
87,5257.709099264706,5463.836167279413,AHSP
88,5268.062959558823,5437.466681985294,AHSP
89,5280.242417279413,5451.62109375,SLC4A1
90,5289.61856617647,5423.342141544119,AHSP
91,5302.296645220589,5268.115808823532,PCNA
92,5311.783088235294,5267.990579044119,KDR
93,5315.369944852942,5391.023667279413,CXCR4
94,5315.135569852942,5284.6105238970595,EGFL7
95,5329.997702205883,5458.400735294119,GZMB
96,5338.46737132353,5460.850183823532,CXCL12
97,5369.866727941177,5500.101102941178,PARP1
98,5401.24080882353,5581.438419117647,CXCL12
99,5401.829044117647,5533.959099264706,BAP1
100,5262.840073529413,5449.322150735294,TOP2A
101,5269.759880514706,5477.567784926472,SPI1
102,5289.773667279413,5585.189568014706,LPL
103,5295.80997242647,5336.351102941178,ASCL1
104,5365.622702205883,5372.488511029413,TOP2A
105,5374.38534007353,5395.634191176472,TOP2A
106,5384.808134191177,5533.854549632353,ITGAM
107,5268.7902113970595,5488.836167279413,IRF8
108,5313.1640625,5549.338235294119,SF1
109,5322.52872242647,5359.700137867647,KLF6
110,5338.736213235294,5509.3175551470595,IRF8
111,5345.993795955883,5503.177849264706,IRF8
112,5378.474264705883,5514.519761029413,DPP4
113,5386.780790441177,5375.641084558825,MS4A3
114,5444.759880514706,5335.7996323529405,SF1
115,5250.8019301470595,5434.635799632353,DST
116,5318.582261029413,5463.422564338234,PLA2G7
117,5323.2238051470595,5349.579503676472,RTKN2
118,5326.375229779413,5338.220358455885,CDKN2A
119,5343.940716911766,5472.606847426472,TCF4
120,5405.348115808823,5331.143152573532,CD82
121,5268.629365808823,5497.367876838234,NegControlProbe_00041
122,5290.141314338236,5426.119025735294,GYPA
123,5300.703125,5596.497012867647,GYPA
124,5306.619944852942,5432.633272058825,CD38
125,5320.881204044119,5332.395450367647,CAMP
126,5322.975643382353,5474.4738051470595,LILRB4
127,5354.947150735294,5407.317325367647,MFAP5
128,5360.884650735294,5507.919347426472,CBL
129,5433.635110294119,5351.569393382353,SPP1
130,5257.23575367647,5443.205422794119,FTH1
131,5257.267922794119,5454.827665441178,FTH1
132,5268.9269301470595,5281.292509191178,FTH1
133,5295.04825367647,5594.996553308825,FTH1
134,5300.08731617647,5482.44140625,LILRB2
135,5300.892693014706,5320.558363970587,NKG7
136,5300.882352941177,5314.8828125,MNDA
137,5304.505974264706,5439.573759191178,HLA-DQB2
138,5308.8292738970595,5500.075827205885,LY86
139,5310.625,5617.3828125,PLEK
140,5312.39315257353,5528.9636948529405,FCN1
141,5314.7667738970595,5351.1328125,NKG7
142,5327.3046875,5442.000229779413,ERG
143,5343.022748161766,5390.128676470587,FTH1
144,5349.342830882353,5477.119715073532,CTSG
145,5357.879136029413,5421.8933823529405,CTSG
146,5362.9308363970595,5361.9324448529405,CTSG
147,5370.104549632353,5536.470588235294,NegControlCodeword_0507
148,5419.542738970589,5324.383042279413,CTSG
149,5423.678768382353,5255.346966911766,FTH1
150,5443.09512867647,5349.326746323532,TET2
151,5270.384880514706,5436.0546875,MLLT3
152,5295.24356617647,5518.039981617647,MKI67
153,5300.40096507353,5334.108455882353,KITLG
154,5302.66544117647,5439.562270220587,TCL1A
155,5304.858685661766,5498.793658088234,MKI67
156,5373.732766544119,5379.283088235294,SPDEF
157,5384.144071691177,5268.314568014706,MET
158,5276.214384191177,5446.575137867647,FTH1
159,5282.35294117647,5407.892922794119,FBN1
160,5287.640165441177,5390.698529411766,FTH1
161,5301.698069852942,5465.747931985294,C1orf162
162,5304.2198988970595,5369.500229779413,MEST
163,5307.147288602942,5269.280790441178,BCORL1
164,5309.709329044119,5558.6144301470595,FBN1
165,5316.508501838236,5329.674862132353,C1orf162
166,5320.67325367647,5549.525505514706,FBN1
167,5320.110294117647,5454.049862132353,FTH1
168,5357.349494485294,5369.562270220587,CCNB2
169,5383.815487132353,5267.015165441178,C1orf162
170,5393.854549632353,5534.6875,PLCG2
171,5400.618106617647,5563.038832720587,FBN1
172,5410.103400735294,5537.034696691178,FTH1
173,5284.533547794119,5489.009650735294,CD48
174,5291.878446691177,5551.408547794119,CD48
175,5296.498161764706,5438.057215073532,CD79A
176,5299.749540441177,5466.81640625,VPREB1
177,5305.51815257353,5444.31640625,CD79A
178,5316.447610294119,5353.879825367647,LMNB1
179,5319.451976102942,5549.1199448529405,VPREB1
180,5345.676700367647,5590.983455882353,NegControlCodeword_0540
181,5354.425551470589,5573.824678308825,FUT4
182,5370.1171875,5566.744025735294,CBL
183,5379.829963235294,5396.841681985294,APOBEC3A
184,5415.562959558823,5368.7293198529405,FUT4
185,5260.10684742647,5335.7019761029405,VEGFA
186,5288.033088235294,5382.198988970587,CTSG
187,5300.427389705883,5609.3152573529405,MCF2L
188,5303.568474264706,5591.614200367647,CD38
189,5318.473115808823,5355.442325367647,IDH2
190,5321.013327205883,5296.351102941178,NegControlProbe_00014
191,5351.228170955883,5516.902573529413,CD38
192,5372.485064338236,5437.9113051470595,CTSG
193,5250.893841911766,5280.251608455885,LTF
194,5256.5636488970595,5298.545496323532,LTF
195,5273.6339613970595,5353.099724264706,PTPRC
196,5275.64453125,5439.460018382353,LTF
197,5296.62109375,5550.930606617647,ASXL1
198,5295.554917279413,5378.545496323532,AIF1
199,5303.983226102942,5587.545955882353,SF1
200,5304.226792279413,5591.498161764706,PTPRC
201,5307.9503676470595,5562.585018382353,SF1
202,5310.8605238970595,5431.891084558825,VPREB1
203,5315.480238970589,5447.1300551470595,ASXL1
204,5329.998851102942,5444.777113970587,VCAN
205,5332.810202205883,5496.039751838234,RUNX2
206,5334.889705882353,5500.225183823532,SF1
207,5337.111672794119,5474.955193014706,CAV1
208,5350.422794117647,5489.312959558825,LMNB1
209,5385.728400735294,5374.365808823532,AIF1
210,5402.655101102942,5337.239200367647,ASXL1
211,5272.829733455883,5263.875229779413,MNDA
212,5276.941636029413,5549.156709558825,CD74
213,5298.987821691177,5255.481387867647,BTNL9
214,5308.347886029413,5267.263327205885,BTNL9
215,5310.379136029413,5461.443014705885,CD74
216,5315.034466911766,5456.547564338234,CD74
217,5318.033088235294,5515.398667279413,TNFRSF9
218,5321.541819852942,5399.1199448529405,SMIM24
219,5327.9698988970595,5460.288373161766,IRF8
220,5333.498391544119,5445.103400735294,RUNX1
221,5333.713235294119,5458.4765625,CCR2
222,5334.07284007353,5492.711397058825,MNDA
223,5338.474264705883,5496.3660386029405,RUNX1
224,5341.082261029413,5463.628216911766,MNDA
225,5356.996783088236,5507.406939338234,DST
226,5363.4765625,5498.4972426470595,CD74
227,5367.116268382353,5555.0988051470595,MKI67
228,5368.097426470589,5551.237362132353,TGFB1
229,5382.534466911766,5260.836397058825,CD74
230,5394.65762867647,5570.776654411766,CD74
231,5401.693474264706,5560.238970588234,CD74
232,5414.076286764706,5538.774126838234,CD74
233,5427.768841911766,5324.927619485294,MNDA
234,5255.047104779413,5460.747931985294,SLC4A1
235,5260.870863970589,5425.935202205885,SLC4A1
236,5262.375919117647,5491.336167279413,ALAS2
237,5267.702205882353,5436.488970588234,ALAS2
238,5273.292738970589,5449.408318014706,SLC4A1
239,5278.491498161766,5407.1691176470595,MS4A3
240,5280.257352941177,5263.448988970587,MMP9
241,5293.255974264706,5370.113740808825,CTSG
242,5294.3175551470595,5273.588005514706,MMP9
243,5295.377987132353,5429.983915441178,ALAS2
244,5296.799172794119,5465.713465073532,SLAMF1
245,5304.802389705883,5466.207490808825,CBL
246,5310.827205882353,5617.387408088234,MMP9
247,5310.534237132353,5275.4308363970595,BTNL9
248,5312.242647058823,5544.609375,MS4A3
249,5316.460248161766,5478.0859375,ELF5
250,5331.079963235294,5466.128216911766,IRF8
251,5345.144761029413,5293.628216911766,SLC4A1
252,5350.142463235294,5447.043887867647,ELANE
253,5354.237132352942,5442.827435661766,ELANE
254,5376.789981617647,5569.993106617647,MFAP5
255,5375.197610294119,5255.78125,CTSG
256,5377.594209558823,5336.642922794119,MCEMP1
257,5399.046415441177,5360.9168198529405,ELANE
258,5400.345818014706,5372.740119485294,ELANE
259,5430.826056985294,5345.95703125,ELANE
260,5444.585248161766,5325.035615808825,ELANE
261,5445.500919117647,5346.017922794119,ELANE
262,5450.745634191177,5353.28125,ELANE
263,5254.252068014706,5401.2316176470595,BASP1
264,5262.1886488970595,5448.569623161766,SLC4A1
265,5265.613511029413,5377.178308823532,SLC4A1
266,5296.330422794119,5507.135799632353,SPI1
267,5317.543658088236,5632.693014705885,SPI1
268,5315.983455882353,5295.890395220587,NegControlProbe_00014
269,5322.025505514706,5636.409696691178,S100A12
270,5325.744485294119,5585.124080882353,S100A12
271,5334.241727941177,5570.05859375,PLCG2
272,5357.487362132353,5568.036534926472,GNAS_p.R201H_WT
273,5359.44393382353,5404.008501838234,APOLD1
274,5379.046415441177,5541.942784926472,CXCR4
275,5388.899356617647,5410.72265625,APOE
276,5421.821001838236,5382.301240808825,SPI1
277,5267.2081801470595,5398.779871323532,ADAM28
278,5270.0,5457.107077205885,ALAS2
279,5301.313189338236,5591.706112132353,ALAS2
280,5302.479319852942,5416.812959558825,ALAS2
281,5304.620863970589,5423.381204044119,SNTN
282,5319.508272058823,5556.480928308825,HIF1A
283,5346.518841911766,5295.260799632353,NKG7
