,x,y,feature_name
0,22899.117647058825,8210.99724264706,LAG3
1,22778.120404411766,8012.9503676470595,MZB1
2,22624.528952205885,8096.449333639706,SOX4
3,22757.504595588238,8155.181525735295,FTH1
4,22687.371323529413,8181.74862132353,TGFB1
5,22729.06479779412,8109.719669117648,COL5A2
6,22684.000459558825,8189.066521139706,TGFB1
7,22697.25643382353,8186.787109375,TGFB1
8,22663.504136029413,8015.1671645220595,FTH1
9,22594.770220588238,8093.822380514706,TNC
10,22589.558823529413,7894.509995404412,IL7R
11,22673.910845588238,7979.013097426471,SPP1
12,23023.432904411766,8397.377642463236,TCF4
13,22823.602941176472,8472.486213235294,IGFBP4
14,23013.136488970587,8401.062155330883,AGER
15,23026.704963235294,8402.340877757353,APCDD1
16,23020.562959558825,8388.893612132353,BGLAP
17,23078.448988970587,8441.977826286766,BGLAP
18,22950.25505514706,8341.815257352942,SRPX
19,23009.48299632353,8405.33260569853,TNC
20,23024.538143382353,8396.127068014706,ASXL1
21,23004.087775735294,8384.085477941177,BGLAP
22,23029.696691176472,8404.909811580883,DST
23,22769.285386029413,8267.955537683823,BGLAP
24,22925.751378676472,8337.27481617647,BGLAP
25,23024.448529411766,8382.92164522059,BGLAP
26,23081.119025735294,8439.34685202206,BGLAP
27,23021.25229779412,8407.038717830883,APCDD1
28,22998.681066176472,8381.00643382353,TNC
29,23019.63005514706,8394.077435661766,TNC
30,23031.254595588238,8395.623276654413,APCDD1
31,23017.123161764706,8391.375804227942,TCF4
32,22653.628216911766,8360.309627757353,KIT
33,22602.20818014706,8357.694163602942,SETBP1
34,22664.368106617647,8325.044806985294,BGLAP
35,22603.444393382353,8372.141544117647,SPP1
36,22645.425091911766,8353.559857536766,SPP1
37,22661.337316176472,8343.794232536766,INHBA
38,22668.520220588238,8302.643612132353,CD74
39,22644.86672794118,8387.467256433823,SLAMF1
40,22611.50735294118,8317.45059742647,IGFBP4
