,x,y,feature_name
0,17121.861213235294,21967.235753676472,LTF
1,17130.610064338234,22105.579044117647,LTF
2,17141.305147058825,22031.64292279412,NFATC2
3,17144.99885110294,22111.043198529413,MCF2L
4,17148.823529411766,22091.383272058825,MMRN2
5,17174.581801470587,21840.144761029413,LTF
6,17181.62109375,22108.501838235294,LTF
7,17185.397518382353,21670.91911764706,FOS
8,17192.953814338234,21792.329963235294,CD48
9,17208.89016544118,21853.02849264706,CD48
10,17213.92463235294,22119.08547794118,LTF
11,17326.832490808825,22110.730698529413,MPO
12,17366.102941176472,21788.083639705885,MPO
13,17383.70978860294,21949.225643382353,LTF
14,17384.079733455885,21784.138327205885,MPO
15,17085.466452205885,21771.77849264706,SPIB
16,17097.213924632353,22080.707720588234,ENG
17,17107.220818014706,21870.105698529413,LYZ
18,17129.332490808825,21641.491268382353,PDPN
19,17128.451286764706,22007.922794117647,LYZ
20,17130.01838235294,21710.105698529413,LYZ
21,17130.02182904412,21976.27987132353,LYZ
22,17130.525045955885,22028.76838235294,LYZ
23,17131.65900735294,22021.254595588234,VCAN
24,17134.777113970587,22002.720588235294,LYZ
25,17135.16659007353,21973.219209558825,LYZ
26,17135.21599264706,22031.587775735294,LYZ
27,17139.086626838234,21982.159926470587,LYZ
28,17141.015625,21779.032628676472,LYZ
29,17145.340073529413,21764.152113970587,LYZ
30,17145.340073529413,22095.535386029413,PPARG
31,17147.03010110294,21881.44761029412,ENG
32,17147.798713235294,22103.619025735294,SH2D3C
33,17153.546645220587,21832.897518382353,LYZ
34,17158.6328125,21835.464154411766,LYZ
35,17160.92141544118,21837.219669117647,LYZ
36,17161.120174632353,21848.961397058825,LYZ
37,17161.73828125,21849.634650735294,LYZ
38,17162.329963235294,21970.032169117647,LYZ
39,17162.804457720587,21862.431066176472,LYZ
40,17164.12454044118,21846.422334558825,LYZ
41,17166.830193014706,21859.152113970587,LYZ
42,17173.210018382353,21761.27987132353,STEAP4
43,17174.086626838234,21804.073988970587,MS4A1
44,17174.36580882353,21829.147518382353,LYZ
45,17177.61603860294,21876.454503676472,PPARG
46,17179.154411764706,21796.16268382353,LYZ
47,17178.785615808825,21799.10386029412,LYZ
48,17180.92141544118,21828.046875,LYZ
49,17181.978400735294,22070.356158088234,LYZ
50,17185.43198529412,21829.839154411766,LYZ
