,x,y,feature_name
0,3233.976332720589,2106.877297794119,LYZ
1,3329.181985294117,2101.243106617647,SPIB
2,3369.308938419117,2112.08984375,LYZ
3,3358.779296875,2101.827895220589,ECSCR
4,3210.177504595589,2105.006893382353,ITGAM
5,3224.809857536766,2110.783547794119,SPI1
6,3306.549862132353,2112.395450367647,ASPN
7,3225.153377757353,2109.7840073529424,LY86
8,3317.192095588236,2107.3230698529424,GYPA
9,3295.691061580883,2109.6886488970595,FTH1
10,3317.224264705883,2111.7911305147063,TENT5C
11,3323.1698069852937,2117.5689338235297,MPEG1
12,3404.1544117647063,2105.2355238970595,MNDA
13,3330.891544117647,2113.136488970589,C1orf162
14,3292.1875,2103.2950367647063,CBL
15,3356.291360294117,2112.6470588235297,SNCA
16,3363.256548713236,2103.5121783088234,SNCA
17,3365.5853630514703,2109.118795955883,SNCA
18,3304.469784007353,2104.21875,TAC1
19,3325.412454044117,2110.7284007352937,LTF
20,3288.3214613970595,2111.652113970589,DST
21,3352.8061810661766,2113.49609375,CD74
22,3308.876953125,2107.5528492647063,ELANE
23,3358.5581341911766,2103.550091911766,SLC4A1
24,3360.717486213236,2112.829733455883,SLC4A1
25,3363.5535386029424,2100.414751838236,SLC4A1
26,3364.951171875,2107.807904411766,ALAS2
27,3368.3088235294126,2101.8635110294126,ALAS2
28,3373.528262867647,2105.0792738970595,SLC4A1
29,3380.3211167279424,2102.1645220588234,ALAS2
30,3393.1284466911766,2105.268841911766,SLC4A1
31,3405.241842830883,2113.6029411764703,ALAS2
32,3339.748391544117,2112.296645220589,SLC4A1
33,3356.692325367647,2117.165670955883,SLC4A1
34,3389.4318704044126,2112.0737591911766,SLC4A1
35,3242.5430836397063,2110.236672794119,FCGR1A
36,3354.5209099264703,2104.777113970589,ALAS2
37,3384.5220588235297,2104.025735294119,ALAS2
38,3273.3168658088234,2106.7095588235297,CAMP
39,3224.982766544117,2100.3504136029424,MPO
40,3391.8830422794126,2112.7355238970595,HEMGN
41,3263.4535845588234,2111.5291819852937,CXCL12
42,3295.1372931985297,2107.6861213235297,CXCL12
43,3199.689223345589,2104.665670955883,CD82
44,3225.505514705883,2103.5707720588234,ERG
45,3328.6144301470595,2112.243795955883,LYZ
46,3223.4828814338234,2106.457950367647,LY86
47,3219.4979319852937,2101.399356617647,CREBBP
48,3258.142233455883,2114.3175551470595,LTBP2
49,3332.5861672794126,2108.0859375,AHSP
50,3305.0965073529424,2111.675091911766,CREBBP
51,3211.745174632353,2117.1576286764703,IL1R2
52,3322.0714613970595,2104.6128216911766,FTH1
53,3403.218060661766,2112.8412224264703,TP53
54,3252.9136029411766,2108.273207720589,PCNA
55,3336.9134880514703,2106.020220588236,PTPRC
56,3385.368221507353,2102.057674632353,IRF8
57,3369.4881663602937,2105.678998161766,SLC4A1
58,3302.912454044117,2101.714154411766,CDK1
59,3331.3671875,2108.762637867647,CD74
60,3349.4985064338234,2113.6236213235297,CD74
61,3360.9191176470595,2103.530560661766,ALAS2
62,3322.3052619485297,2107.8527113970595,ATM
63,3201.8077895220595,2114.0199908088234,LYZ
64,3366.5728400735297,2116.3246783088234,GNG11
65,3296.884765625,2108.2755055147063,CDK1
66,3211.7267922794126,2115.4377297794126,FCN1
